LABEL,T_F,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,K1,X,Y,E0,XP,YP,BF_2TF,B_T,H_TW,H_T,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
2L152X102X22.2SLBB,,2354.621884,321160.4855,668.4436232,0,0,-2006.759855,0,0,448.1123507,821.1853478,0,0,0,884.950058,-886.8024203,,0,767.7243188,0,0,606.5578986,2365.615797,0,0,34.58657536,46.47765942,2124.514116,20408.86478,9901.964058,260.4965652,1860.257722,18990.58907,11808.82238,-531.3128551,0,784416.9236,1965.974299,0,0,0,0,0,80.98336232,-2.442343333,0,-8.30995087
2L152X102X22.2LLBB,,2356.158406,321370.5507,668.7323188,0,0,-2008.295507,0,0,448.4049725,821.7227826,0,0,0,885.5237971,-887.436029,,0,768.2078841,0,0,606.9548551,2367.15971,0,0,34.60043623,46.49794203,2125.919594,20422.36826,9908.495797,260.6275217,1861.484774,19003.08925,11816.58568,-531.7145072,0,784946.0223,1967.301174,0,0,0,0,0,80.97023188,-2.444563333,0,-8.316206957
2L152X102X11.1X9SLBB,,2357.694928,321580.6159,669.0210145,0,0,-2009.831159,0,0,448.6975942,822.2602174,0,0,0,886.0975362,-888.0696377,,0,768.6914493,0,0,607.3518116,2368.703623,0,0,34.6142971,46.51822464,2127.325072,20435.87174,9915.027536,260.7584783,1862.711826,19015.58942,11824.34899,-532.1161594,0,785475.121,1968.628049,0,0,0,0,0,80.95710145,-2.446783333,0,-8.322463043
2L152X102X11.1X9LLBB,,2359.231449,321790.6812,669.3097101,0,0,-2011.366812,0,0,448.9902159,822.7976522,0,0,0,886.6712754,-888.7032464,,0,769.1750145,0,0,607.7487681,2370.247536,0,0,34.62815797,46.53850725,2128.730551,20449.37522,9921.559275,260.8894348,1863.938878,19028.08959,11832.11229,-532.5178116,0,786004.2197,1969.954924,0,0,0,0,0,80.94397101,-2.449003333,0,-8.32871913
2L152X102X11.1X19SLBB,,2360.767971,322000.7464,669.5984058,0,0,-2012.902464,0,0,449.2828377,823.335087,0,0,0,887.2450145,-889.3368551,,0,769.6585797,0,0,608.1457246,2371.791449,0,0,34.64201884,46.55878986,2130.136029,20462.8787,9928.091014,261.0203913,1865.16593,19040.58977,11839.87559,-532.9194638,0,786533.3184,1971.2818,0,0,0,0,0,80.93084058,-2.451223333,0,-8.334975217
2L152X102X11.1X19LLBB,,2362.304493,322210.8116,669.8871014,0,0,-2014.438116,0,0,449.5754594,823.8725217,0,0,0,887.8187536,-889.9704638,,0,770.1421449,0,0,608.5426812,2373.335362,0,0,34.65587971,46.57907246,2131.541507,20476.38217,9934.622754,261.1513478,1866.392983,19053.08994,11847.6389,-533.3211159,0,787062.4171,1972.608675,0,0,0,0,0,80.91771014,-2.453443333,0,-8.341231304
2L152X102X11.1SLBB,,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,,X,Y,E62,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
2L152X102X11.1LLBB,,2363.841014,322420.8768,670.1757971,0,0,-2015.973768,0,0,449.8680812,824.4099565,0,0,0,888.3924928,-890.6040725,,0,770.6257101,0,0,608.9396377,2374.879275,0,0,34.66974058,46.59935507,2132.946986,20489.88565,9941.154493,261.2823043,1867.620035,19065.59012,11855.4022,-533.7227681,0,787591.5158,1973.93555,0,0,0,0,0,80.90457971,-2.455663333,0,-8.347487391
2L152X102X15.9X9SLBB,,2365.377536,322630.942,670.4644928,0,0,-2017.50942,0,0,450.1607029,824.9473913,0,0,0,888.9662319,-891.2376812,,0,771.1092754,0,0,609.3365942,2376.423188,0,0,34.68360145,46.61963768,2134.352464,20503.38913,9947.686232,261.4132609,1868.847087,19078.09029,11863.16551,-534.1244203,0,788120.6145,1975.262425,0,0,0,0,0,80.89144928,-2.457883333,0,-8.353743478
2L152X102X15.9X9LLBB,,2366.914058,322841.0072,670.7531884,0,0,-2019.045072,0,0,450.4533246,825.4848261,0,0,0,889.539971,-891.8712899,,0,771.5928406,0,0,609.7335507,2377.967101,0,0,34.69746232,46.63992029,2135.757942,20516.89261,9954.217971,261.5442174,1870.074139,19090.59046,11870.92881,-534.5260725,0,788649.7132,1976.589301,0,0,0,0,0,80.87831884,-2.460103333,0,-8.359999565
2L152X102X15.9X19SLBB,,2368.45058,323051.0725,671.0418841,0,0,-2020.580725,0,0,450.7459464,826.0222609,0,0,0,890.1137101,-892.5048986,,0,772.0764058,0,0,610.1305072,2379.511014,0,0,34.71132319,46.6602029,2137.16342,20530.39609,9960.74971,261.6751739,1871.301191,19103.09064,11878.69212,-534.9277246,0,789178.8119,1977.916176,0,0,0,0,0,80.86518841,-2.462323333,0,-8.366255652
2L152X102X15.9X19LLBB,,2369.987101,323261.1377,671.3305797,0,0,-2022.116377,0,0,451.0385681,826.5596957,0,0,0,890.6874493,-893.1385072,,0,772.559971,0,0,610.5274638,2381.054928,0,0,34.72518406,46.68048551,2138.568899,20543.89957,9967.281449,261.8061304,1872.528243,19115.59081,11886.45542,-535.3293768,0,789707.9106,1979.243051,0,0,0,0,0,80.85205797,-2.464543333,0,-8.372511739
2L152X102X15.9SLBB,,2371.523623,323471.2029,671.6192754,0,0,-2023.652029,0,0,451.3311899,827.0971304,0,0,0,891.2611884,-893.7721159,,0,773.0435362,0,0,610.9244203,2382.598841,0,0,34.73904493,46.70076812,2139.974377,20557.40304,9973.813188,261.937087,1873.755296,19128.09099,11894.21872,-535.731029,0,790237.0093,1980.569926,0,0,0,0,0,80.83892754,-2.466763333,0,-8.378767826
2L152X102X15.9LLBB,,2373.060145,323681.2681,671.907971,0,0,-2025.187681,0,0,451.6238116,827.6345652,0,0,0,891.8349275,-894.4057246,,0,773.5271014,0,0,611.3213768,2384.142754,0,0,34.7529058,46.72105072,2141.379855,20570.90652,9980.344928,262.0680435,1874.982348,19140.59116,11901.98203,-536.1326812,0,790766.108,1981.896801,0,0,0,0,0,80.8257971,-2.468983333,0,-8.385023913
2L152X102X7.9X9SLBB,,2374.596667,323891.3333,672.1966667,0,0,-2026.723333,0,0,451.9164333,828.172,0,0,0,892.4086667,-895.0393333,,0,774.0106667,0,0,611.7183333,2385.686667,0,0,34.76676667,46.74133333,2142.785333,20584.41,9986.876667,262.199,1876.2094,19153.09133,11909.74533,-536.5343333,0,791295.2067,1983.223677,0,0,0,0,0,80.81266667,-2.471203333,0,-8.39128
2L152X102X7.9X9LLBB,,2376.133188,324101.3986,672.4853623,0,0,-2028.258986,0,0,452.2090551,828.7094348,0,0,0,892.9824058,-895.672942,,0,774.4942319,0,0,612.1152899,2387.23058,0,0,34.78062754,46.76161594,2144.190812,20597.91348,9993.408406,262.3299565,1877.436452,19165.59151,11917.50864,-536.9359855,0,791824.3054,1984.550552,0,0,0,0,0,80.79953623,-2.473423333,0,-8.397536087
2L152X102X7.9X19SLBB,,2377.66971,324311.4638,672.774058,0,0,-2029.794638,0,0,452.5016768,829.2468696,0,0,0,893.5561449,-896.3065507,,0,774.9777971,0,0,612.5122464,2388.774493,0,0,34.79448841,46.78189855,2145.59629,20611.41696,9999.940145,262.460913,1878.663504,19178.09168,11925.27194,-537.3376377,0,792353.4041,1985.877427,0,0,0,0,0,80.7864058,-2.475643333,0,-8.403792174
2L152X102X7.9X19LLBB,,2379.206232,324521.529,673.0627536,0,0,-2031.33029,0,0,452.7942986,829.7843043,0,0,0,894.1298841,-896.9401594,,0,775.4613623,0,0,612.9092029,2390.318406,0,0,34.80834928,46.80218116,2147.001768,20624.92043,10006.47188,262.5918696,1879.890557,19190.59186,11933.03525,-537.7392899,0,792882.5028,1987.204302,0,0,0,0,0,80.77327536,-2.477863333,0,-8.410048261
2L152X102X7.9SLBB,,2380.742754,324731.5942,673.3514493,0,0,-2032.865942,0,0,453.0869203,830.3217391,0,0,0,894.7036232,-897.5737681,,0,775.9449275,0,0,613.3061594,2391.862319,0,0,34.82221014,46.82246377,2148.407246,20638.42391,10013.00362,262.7228261,1881.117609,19203.09203,11940.79855,-538.140942,0,793411.6014,1988.531178,0,0,0,0,0,80.76014493,-2.480083333,0,-8.416304348
2L152X102X7.9LLBB,,2382.279275,324941.6594,673.6401449,0,0,-2034.401594,0,0,453.379542,830.8591739,0,0,0,895.2773623,-898.2073768,,0,776.4284928,0,0,613.7031159,2393.406232,0,0,34.83607101,46.84274638,2149.812725,20651.92739,10019.53536,262.8537826,1882.344661,19215.5922,11948.56186,-538.5425942,0,793940.7001,1989.858053,0,0,0,0,0,80.74701449,-2.482303333,0,-8.422560435
2L152X102X9.5X9SLBB,,2383.815797,325151.7246,673.9288406,0,0,-2035.937246,0,0,453.6721638,831.3966087,0,0,0,895.8511014,-898.8409855,,0,776.912058,0,0,614.1000725,2394.950145,0,0,34.84993188,46.86302899,2151.218203,20665.43087,10026.0671,262.9847391,1883.571713,19228.09238,11956.32516,-538.9442464,0,794469.7988,1991.184928,0,0,0,0,0,80.73388406,-2.484523333,0,-8.428816522
2L152X102X9.5X9LLBB,,2385.352319,325361.7899,674.2175362,0,0,-2037.472899,0,0,453.9647855,831.9340435,0,0,0,896.4248406,-899.4745942,,0,777.3956232,0,0,614.497029,2396.494058,0,0,34.86379275,46.88331159,2152.623681,20678.93435,10032.59884,263.1156957,1884.798765,19240.59255,11964.08846,-539.3458986,0,794998.8975,1992.511803,0,0,0,0,0,80.72075362,-2.486743333,0,-8.435072609
2L152X102X9.5X19SLBB,,2386.888841,325571.8551,674.5062319,0,0,-2039.008551,0,0,454.2574072,832.4714783,0,0,0,896.9985797,-900.1082029,,0,777.8791884,0,0,614.8939855,2398.037971,0,0,34.87765362,46.9035942,2154.029159,20692.43783,10039.13058,263.2466522,1886.025817,19253.09272,11971.85177,-539.7475507,0,795527.9962,1993.838678,0,0,0,0,0,80.70762319,-2.488963333,0,-8.441328696
2L152X102X9.5X19LLBB,,2388.425362,325781.9203,674.7949275,0,0,-2040.544203,0,0,454.550029,833.008913,0,0,0,897.5723188,-900.7418116,,0,778.3627536,0,0,615.290942,2399.581884,0,0,34.89151449,46.92387681,2155.434638,20705.9413,10045.66232,263.3776087,1887.25287,19265.5929,11979.61507,-540.1492029,0,796057.0949,1995.165554,0,0,0,0,0,80.69449275,-2.491183333,0,-8.447584783
2L152X102X9.5SLBB,,2389.961884,325991.9855,675.0836232,0,0,-2042.079855,0,0,454.8426507,833.5463478,0,0,0,898.146058,-901.3754203,,0,778.8463188,0,0,615.6878986,2401.125797,0,0,34.90537536,46.94415942,2156.840116,20719.44478,10052.19406,263.5085652,1888.479922,19278.09307,11987.37838,-540.5508551,0,796586.1936,1996.492429,0,0,0,0,0,80.68136232,-2.493403333,0,-8.45384087
2L152X102X9.5LLBB,,2391.498406,326202.0507,675.3723188,0,0,-2043.615507,0,0,455.1352725,834.0837826,0,0,0,898.7197971,-902.009029,,0,779.3298841,0,0,616.0848551,2402.66971,0,0,34.91923623,46.96444203,2158.245594,20732.94826,10058.7258,263.6395217,1889.706974,19290.59325,11995.14168,-540.9525072,0,797115.2923,1997.819304,0,0,0,0,0,80.66823188,-2.495623333,0,-8.460096957
2L152X102X19X9SLBB,,2393.034928,326412.1159,675.6610145,0,0,-2045.151159,0,0,455.4278942,834.6212174,0,0,0,899.2935362,-902.6426377,,0,779.8134493,0,0,616.4818116,2404.213623,0,0,34.9330971,46.98472464,2159.651072,20746.45174,10065.25754,263.7704783,1890.934026,19303.09342,12002.90499,-541.3541594,0,797644.391,1999.146179,0,0,0,0,0,80.65510145,-2.497843333,0,-8.466353043
2L152X102X19X9LLBB,,2394.571449,326622.1812,675.9497101,0,0,-2046.686812,0,0,455.7205159,835.1586522,0,0,0,899.8672754,-903.2762464,,0,780.2970145,0,0,616.8787681,2405.757536,0,0,34.94695797,47.00500725,2161.056551,20759.95522,10071.78928,263.9014348,1892.161078,19315.59359,12010.66829,-541.7558116,0,798173.4897,2000.473054,0,0,0,0,0,80.64197101,-2.500063333,0,-8.47260913
2L152X102X19X19SLBB,,2396.107971,326832.2464,676.2384058,0,0,-2048.222464,0,0,456.0131377,835.696087,0,0,0,900.4410145,-903.9098551,,0,780.7805797,0,0,617.2757246,2407.301449,0,0,34.96081884,47.02528986,2162.462029,20773.4587,10078.32101,264.0323913,1893.38813,19328.09377,12018.43159,-542.1574638,0,798702.5884,2001.79993,0,0,0,0,0,80.62884058,-2.502283333,0,-8.478865217
2L152X102X19X19LLBB,,2397.644493,327042.3116,676.5271014,0,0,-2049.758116,0,0,456.3057594,836.2335217,0,0,0,901.0147536,-904.5434638,,0,781.2641449,0,0,617.6726812,2408.845362,0,0,34.97467971,47.04557246,2163.867507,20786.96217,10084.85275,264.1633478,1894.615183,19340.59394,12026.1949,-542.5591159,0,799231.6871,2003.126805,0,0,0,0,0,80.61571014,-2.504503333,0,-8.485121304
2L152X102X19SLBB,,2399.181014,327252.3768,676.8157971,0,0,-2051.293768,0,0,456.5983812,836.7709565,0,0,0,901.5884928,-905.1770725,,0,781.7477101,0,0,618.0696377,2410.389275,0,0,34.98854058,47.06585507,2165.272986,20800.46565,10091.38449,264.2943043,1895.842235,19353.09412,12033.9582,-542.9607681,0,799760.7858,2004.45368,0,0,0,0,0,80.60257971,-2.506723333,0,-8.491377391
2L152X102X19LLBB,,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,,X,Y,E63,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
2L152X102X12.7X9SLBB,,2400.717536,327462.442,677.1044928,0,0,-2052.82942,0,0,456.8910029,837.3083913,0,0,0,902.1622319,-905.8106812,,0,782.2312754,0,0,618.4665942,2411.933188,0,0,35.00240145,47.08613768,2166.678464,20813.96913,10097.91623,264.4252609,1897.069287,19365.59429,12041.72151,-543.3624203,0,800289.8845,2005.780555,0,0,0,0,0,80.58944928,-2.508943333,0,-8.497633478
2L152X102X12.7X9LLBB,,2402.254058,327672.5072,677.3931884,0,0,-2054.365072,0,0,457.1836246,837.8458261,0,0,0,902.735971,-906.4442899,,0,782.7148406,0,0,618.8635507,2413.477101,0,0,35.01626232,47.10642029,2168.083942,20827.47261,10104.44797,264.5562174,1898.296339,19378.09446,12049.48481,-543.7640725,0,800818.9832,2007.107431,0,0,0,0,0,80.57631884,-2.511163333,0,-8.503889565
2L152X102X12.7X19SLBB,,2403.79058,327882.5725,677.6818841,0,0,-2055.900725,0,0,457.4762464,838.3832609,0,0,0,903.3097101,-907.0778986,,0,783.1984058,0,0,619.2605072,2415.021014,0,0,35.03012319,47.1267029,2169.48942,20840.97609,10110.97971,264.6871739,1899.523391,19390.59464,12057.24812,-544.1657246,0,801348.0819,2008.434306,0,0,0,0,0,80.56318841,-2.513383333,0,-8.510145652
2L152X102X12.7X19LLBB,,2405.327101,328092.6377,677.9705797,0,0,-2057.436377,0,0,457.7688681,838.9206957,0,0,0,903.8834493,-907.7115072,,0,783.681971,0,0,619.6574638,2416.564928,0,0,35.04398406,47.14698551,2170.894899,20854.47957,10117.51145,264.8181304,1900.750443,19403.09481,12065.01142,-544.5673768,0,801877.1806,2009.761181,0,0,0,0,0,80.55005797,-2.515603333,0,-8.516401739
2L152X102X12.7SLBB,,2406.863623,328302.7029,678.2592754,0,0,-2058.972029,0,0,458.0614899,839.4581304,0,0,0,904.4571884,-908.3451159,,0,784.1655362,0,0,620.0544203,2418.108841,0,0,35.05784493,47.16726812,2172.300377,20867.98304,10124.04319,264.949087,1901.977496,19415.59499,12072.77472,-544.969029,0,802406.2793,2011.088056,0,0,0,0,0,80.53692754,-2.517823333,0,-8.522657826
2L152X102X12.7LLBB,,2408.400145,328512.7681,678.547971,0,0,-2060.507681,0,0,458.3541116,839.9955652,0,0,0,905.0309275,-908.9787246,,0,784.6491014,0,0,620.4513768,2419.652754,0,0,35.0717058,47.18755072,2173.705855,20881.48652,10130.57493,265.0800435,1903.204548,19428.09516,12080.53803,-545.3706812,0,802935.378,2012.414931,0,0,0,0,0,80.5237971,-2.520043333,0,-8.528913913
2L152X89X7.9X9SLBB,,2409.936667,328722.8333,678.8366667,0,0,-2062.043333,0,0,458.6467333,840.533,0,0,0,905.6046667,-909.6123333,,0,785.1326667,0,0,620.8483333,2421.196667,0,0,35.08556667,47.20783333,2175.111333,20894.99,10137.10667,265.211,1904.4316,19440.59533,12088.30133,-545.7723333,0,803464.4767,2013.741807,0,0,0,0,0,80.51066667,-2.522263333,0,-8.53517
2L152X89X7.9X9LLBB,,2411.473188,328932.8986,679.1253623,0,0,-2063.578986,0,0,458.9393551,841.0704348,0,0,0,906.1784058,-910.245942,,0,785.6162319,0,0,621.2452899,2422.74058,0,0,35.09942754,47.22811594,2176.516812,20908.49348,10143.63841,265.3419565,1905.658652,19453.09551,12096.06464,-546.1739855,0,803993.5754,2015.068682,0,0,0,0,0,80.49753623,-2.524483333,0,-8.541426087
2L152X89X7.9X19SLBB,,2413.00971,329142.9638,679.414058,0,0,-2065.114638,0,0,459.2319768,841.6078696,0,0,0,906.7521449,-910.8795507,,0,786.0997971,0,0,621.6422464,2424.284493,0,0,35.11328841,47.24839855,2177.92229,20921.99696,10150.17014,265.472913,1906.885704,19465.59568,12103.82794,-546.5756377,0,804522.6741,2016.395557,0,0,0,0,0,80.4844058,-2.526703333,0,-8.547682174
2L152X89X7.9X19LLBB,,2414.546232,329353.029,679.7027536,0,0,-2066.65029,0,0,459.5245986,842.1453043,0,0,0,907.3258841,-911.5131594,,0,786.5833623,0,0,622.0392029,2425.828406,0,0,35.12714928,47.26868116,2179.327768,20935.50043,10156.70188,265.6038696,1908.112757,19478.09586,12111.59125,-546.9772899,0,805051.7728,2017.722432,0,0,0,0,0,80.47127536,-2.528923333,0,-8.553938261
2L152X89X7.9SLBB,,2416.082754,329563.0942,679.9914493,0,0,-2068.185942,0,0,459.8172203,842.6827391,0,0,0,907.8996232,-912.1467681,,0,787.0669275,0,0,622.4361594,2427.372319,0,0,35.14101014,47.28896377,2180.733246,20949.00391,10163.23362,265.7348261,1909.339809,19490.59603,12119.35455,-547.378942,0,805580.8714,2019.049308,0,0,0,0,0,80.45814493,-2.531143333,0,-8.560194348
2L152X89X7.9LLBB,,2417.619275,329773.1594,680.2801449,0,0,-2069.721594,0,0,460.109842,843.2201739,0,0,0,908.4733623,-912.7803768,,0,787.5504928,0,0,622.8331159,2428.916232,0,0,35.15487101,47.30924638,2182.138725,20962.50739,10169.76536,265.8657826,1910.566861,19503.0962,12127.11786,-547.7805942,0,806109.9701,2020.376183,0,0,0,0,0,80.44501449,-2.533363333,0,-8.566450435
2L152X89X9.5X9SLBB,,2419.155797,329983.2246,680.5688406,0,0,-2071.257246,0,0,460.4024638,843.7576087,0,0,0,909.0471014,-913.4139855,,0,788.034058,0,0,623.2300725,2430.460145,0,0,35.16873188,47.32952899,2183.544203,20976.01087,10176.2971,265.9967391,1911.793913,19515.59638,12134.88116,-548.1822464,0,806639.0688,2021.703058,0,0,0,0,0,80.43188406,-2.535583333,0,-8.572706522
2L152X89X9.5X9LLBB,,2420.692319,330193.2899,680.8575362,0,0,-2072.792899,0,0,460.6950855,844.2950435,0,0,0,909.6208406,-914.0475942,,0,788.5176232,0,0,623.627029,2432.004058,0,0,35.18259275,47.34981159,2184.949681,20989.51435,10182.82884,266.1276957,1913.020965,19528.09655,12142.64446,-548.5838986,0,807168.1675,2023.029933,0,0,0,0,0,80.41875362,-2.537803333,0,-8.578962609
2L152X89X9.5X19SLBB,,2422.228841,330403.3551,681.1462319,0,0,-2074.328551,0,0,460.9877072,844.8324783,0,0,0,910.1945797,-914.6812029,,0,789.0011884,0,0,624.0239855,2433.547971,0,0,35.19645362,47.3700942,2186.355159,21003.01783,10189.36058,266.2586522,1914.248017,19540.59672,12150.40777,-548.9855507,0,807697.2662,2024.356808,0,0,0,0,0,80.40562319,-2.540023333,0,-8.585218696
2L152X89X9.5X19LLBB,,2423.765362,330613.4203,681.4349275,0,0,-2075.864203,0,0,461.280329,845.369913,0,0,0,910.7683188,-915.3148116,,0,789.4847536,0,0,624.420942,2435.091884,0,0,35.21031449,47.39037681,2187.760638,21016.5213,10195.89232,266.3896087,1915.47507,19553.0969,12158.17107,-549.3872029,0,808226.3649,2025.683684,0,0,0,0,0,80.39249275,-2.542243333,0,-8.591474783
2L152X89X9.5SLBB,,2425.301884,330823.4855,681.7236232,0,0,-2077.399855,0,0,461.5729507,845.9073478,0,0,0,911.342058,-915.9484203,,0,789.9683188,0,0,624.8178986,2436.635797,0,0,35.22417536,47.41065942,2189.166116,21030.02478,10202.42406,266.5205652,1916.702122,19565.59707,12165.93438,-549.7888551,0,808755.4636,2027.010559,0,0,0,0,0,80.37936232,-2.544463333,0,-8.59773087
2L152X89X9.5LLBB,,2426.838406,331033.5507,682.0123188,0,0,-2078.935507,0,0,461.8655725,846.4447826,0,0,0,911.9157971,-916.582029,,0,790.4518841,0,0,625.2148551,2438.17971,0,0,35.23803623,47.43094203,2190.571594,21043.52826,10208.9558,266.6515217,1917.929174,19578.09725,12173.69768,-550.1905072,0,809284.5623,2028.337434,0,0,0,0,0,80.36623188,-2.546683333,0,-8.603986957
2L152X89X12.7X9SLBB,,2428.374928,331243.6159,682.3010145,0,0,-2080.471159,0,0,462.1581942,846.9822174,0,0,0,912.4895362,-917.2156377,,0,790.9354493,0,0,625.6118116,2439.723623,0,0,35.2518971,47.45122464,2191.977072,21057.03174,10215.48754,266.7824783,1919.156226,19590.59742,12181.46099,-550.5921594,0,809813.661,2029.664309,0,0,0,0,0,80.35310145,-2.548903333,0,-8.610243043
2L152X89X12.7X9LLBB,,2429.911449,331453.6812,682.5897101,0,0,-2082.006812,0,0,462.4508159,847.5196522,0,0,0,913.0632754,-917.8492464,,0,791.4190145,0,0,626.0087681,2441.267536,0,0,35.26575797,47.47150725,2193.382551,21070.53522,10222.01928,266.9134348,1920.383278,19603.09759,12189.22429,-550.9938116,0,810342.7597,2030.991184,0,0,0,0,0,80.33997101,-2.551123333,0,-8.61649913
2L152X89X12.7X19SLBB,,2431.447971,331663.7464,682.8784058,0,0,-2083.542464,0,0,462.7434377,848.057087,0,0,0,913.6370145,-918.4828551,,0,791.9025797,0,0,626.4057246,2442.811449,0,0,35.27961884,47.49178986,2194.788029,21084.0387,10228.55101,267.0443913,1921.61033,19615.59777,12196.98759,-551.3954638,0,810871.8584,2032.31806,0,0,0,0,0,80.32684058,-2.553343333,0,-8.622755217
2L152X89X12.7X19LLBB,,2432.984493,331873.8116,683.1671014,0,0,-2085.078116,0,0,463.0360594,848.5945217,0,0,0,914.2107536,-919.1164638,,0,792.3861449,0,0,626.8026812,2444.355362,0,0,35.29347971,47.51207246,2196.193507,21097.54217,10235.08275,267.1753478,1922.837383,19628.09794,12204.7509,-551.7971159,0,811400.9571,2033.644935,0,0,0,0,0,80.31371014,-2.555563333,0,-8.629011304
2L152X89X12.7SLBB,,2434.521014,332083.8768,683.4557971,0,0,-2086.613768,0,0,463.3286812,849.1319565,0,0,0,914.7844928,-919.7500725,,0,792.8697101,0,0,627.1996377,2445.899275,0,0,35.30734058,47.53235507,2197.598986,21111.04565,10241.61449,267.3063043,1924.064435,19640.59812,12212.5142,-552.1987681,0,811930.0558,2034.97181,0,0,0,0,0,80.30057971,-2.557783333,0,-8.635267391
2L152X89X12.7LLBB,,2436.057536,332293.942,683.7444928,0,0,-2088.14942,0,0,463.6213029,849.6693913,0,0,0,915.3582319,-920.3836812,,0,793.3532754,0,0,627.5965942,2447.443188,0,0,35.32120145,47.55263768,2199.004464,21124.54913,10248.14623,267.4372609,1925.291487,19653.09829,12220.27751,-552.6004203,0,812459.1545,2036.298685,0,0,0,0,0,80.28744928,-2.560003333,0,-8.641523478
2L127X127X22.2X9,,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,,X,Y,E64,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
2L127X127X22.2X19,,2437.594058,332504.0072,684.0331884,0,0,-2089.685072,0,0,463.9139246,850.2068261,0,0,0,915.931971,-921.0172899,,0,793.8368406,0,0,627.9935507,2448.987101,0,0,35.33506232,47.57292029,2200.409942,21138.05261,10254.67797,267.5682174,1926.518539,19665.59846,12228.04081,-553.0020725,0,812988.2532,2037.625561,0,0,0,0,0,80.27431884,-2.562223333,0,-8.647779565
2L127X127X22.2,,2439.13058,332714.0725,684.3218841,0,0,-2091.220725,0,0,464.2065464,850.7442609,0,0,0,916.5057101,-921.6508986,,0,794.3204058,0,0,628.3905072,2450.531014,0,0,35.34892319,47.5932029,2201.81542,21151.55609,10261.20971,267.6991739,1927.745591,19678.09864,12235.80412,-553.4037246,0,813517.3519,2038.952436,0,0,0,0,0,80.26118841,-2.564443333,0,-8.654035652
